Lon,Lat,Clave,Edo,Est,Tmax
-99.13,19.42,ENP 7,DF,EZEQUIEL A. CHAVEZ,20.9
-98.64,20.65,ZXTHD,HGO,ZACUALTIPAN,18.6
-99.5,20.66,ZMPHD,HGO,PRESA ZIMAPAN,21.7
-104.25,20.83,IXTLANRIO,NAY,Ixtlan del Río Nay. SMN*,27.5
-99.78,23.98,ZRGNL,NL,ZARAGOZA,20.1
-97.83,20.17,ZRGPB,PUE,ZARAGOZA,15.6
-108.33,26.72,CHOIXob,SIN,Observatorio Choix Sin. SMN*,33.5
-97.91,19.2,ZITTL,TLAX,ZITLALTEPEC,19.3
-96.95,19.23,TOTVC,VER,Totutla Ver.,19.0
-90.38,20.86,CELYC,YUC,Celestun Yuc.  SMN*,27.6
-97.01,18.33,ZOQPB,PUE,Zoquitlán Pue.,18.6
-99.16,19.35,ENP 6,DF,ANTONIO CASO,20.9
-99.75,16.76,ACUGR,GRO,ACAPULCO (EHCA),33.5
-115.93,30.52,ENBBN,BC,San Quintin (Ej. Nvo. B.C.) B.C.,22.9
-116.81,32.47,EFLBN,BC,EL FLORIDO,24.0
-114.72,32.7,PDMBN,BC,PRESA DERIVADORA MORELOS,23.7
-105.78,27.99,VILLALBA,CHIH,VILLALBA CHIH. AUTOMATICA,21.5
-99.17,19.45,CBIDF,DF,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS IPN. DF. (EHCA),20.4
-99.08,18.95,TEPOZTLAN,MOR,TEPOZTLAN MOR.,27.9
-114.78,32.48,SLCSO,SON,San Luis Río Colorado Son.,26.2
-105.72,25.34,76373,DGO,TEPEHUANES,21.5
-105.43,25.34,TLHDR,DGO,TEPEHUANES,22.5
-109.38,30.44,LCDSO,SON,PRESA LA ANGOSTURA,21.9
-98.75,18.88,HUEMR,MOR,Hueyapan Mor.,20.1
-100.9,19.9,MLPMC,MICH,MALPAIS,25.1
-101.02,25.38,SALTILLOob,COAH,Observatorio Saltillo Coah. SMN*,17.8
-99.08,23.38,ENNTP,TAMPS,LA ENCANTADA,20.7
-108.37,28.41,YEPCH,CHIH,YEPACHE,22.0
-98.19,18.91,AVCPB,PUE,AVILA CAMACHO,24.5
-96.97,20.05,LIBVC,VER,LIBERTAD,23.6
-103.56,22.31,MRSZC,ZAC,MONTE ESCOBEDO,20.0
-103.46,19.69,CGZJL,JAL,CIUDAD GUZMAN,25.2
-105.33,22.5,ACAPONETA,NAY,ACAPONETA,30.3
-113.55,31.3,PTOPENASCOob,SON,Observatorio Pto. Peñasco Son. SMN*,22.9
-101.92,22.52,VGOZC,ZAC,VILLA GONZALEZ ORTEGA,24.6
-104.33,19.07,MANZANILLOob,COL,Observatorio Manzanillo Col. SMN*,31.2
-104.67,23.87,SB2DR,DGO,SANTIAGO BAYACORA HIDRO,22.3
-107.15,24.81,SN2SI,SIN,SANALONA HIDRO,32.8
-107.38,25.09,AL2SI,SIN,EL VAREJONAL,31.7
-108.32,26.08,GB2SI,SIN,EL SABINAL (HIDRO) P  GUILLERMO BLAKE,29.7
-108.35,26.9,LD2SI,SIN,HUITES HIDRO,34.5
-102.25,22.44,LMOZC,ZAC,LUIS MOYA,22.9
-98.91,19.63,ACOLMAN,MEX,Acolman Méx. GASIR*,20.8
-109.06,25.59,TOPOLOBAMPOMAR,SIN,TOPOLOBAMPO SEMAR,24.7
-100.64,26.84,CDLCL,COAH,CANDELA,19.9
-97.93,22.39,ALTAMIRAOB,TAMPS,OBSERVATORIO ALTAMIRA,22.6
-110.93,29.08,HERMOSILLOob,SON,Observatorio Hermosillo Son. SMN*,30.4
-98.28,26.07,RYATP,TAMPS,S-J-3-42 REYNOSA,19.2
-102.4,20.1,SSIMC,MICH,SAN SIMON,26.0
-97.86,22.2,76547,TAMPS,TAMPICO (AUTOMATICA),22.9
-100.4,20.58,QUERETAROob,QRO,Observatorio Queretaro Qro. SMN*,22.3
-92.75,17.39,TAPIJULAPA,TAB,TAPIJULAPA TAB,27.0
-100.84,21.59,AJJJL,JAL,AJOJUCAR,25.3
-89.87,19.71,XCPCA,CAMP,XCUPIL,28.1
-106.98,24.93,TMZDR,DGO,TAMAZULA,34.9
-100.7,19.65,PUCMC,MICH,PUCUATO,20.0
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,24.1
-102.42,20.18,BIBMC,MICH,BARRAJE DE IBARRA,25.5
-101.63,20.25,LANMC,MICH,LOS ANGELES,23.3
-103.6,22.69,LFLZC,ZAC,LA FLORIDA,24.0
-106.65,24.04,ACTSI,SIN,ACATITLAN,32.6
-104.91,27.11,JIMENEZCHIH,CHIH,JIMENEZ CHIH.,20.6
-99.16,18.88,IMTMR,MOR,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA (EHCA),25.7
-100.55,25.03,SRANL,NL,SAN RAFAEL,19.5
-110.24,28.71,SJPSO,SON,San José de Pimas Son.,29.0
-94.22,16.4,ZANOX,OAX,ZANATEPEC,33.9
-95.42,16.44,EMAOX,OAX,EL MARQUEZ (RIO TEHUANTEPEC),31.2
-108.35,25.74,ZOPSI,SIN,EL ZOPILOTE,31.5
-100.11,24.42,MYNNL,NL,MIER Y NORIEGA,20.5
-105.05,20.58,CULJL,JAL,CUALE,27.5
-107.5,25.3,SJNSI,SIN,SAN JUAN,31.5
-99.32,20.36,PROJOGOMEZ,HGO,PRESA ROJO GOMEZ HGO.,20.0
-94.4,16.5,OSTOX,OAX,OSTUTA,32.2
-100.41,19.84,LDFMC,MICH,LAGUNA DEL FRESNO,22.6
-105.85,22.98,RSRSI,SIN,ROSARIO,32.0
-106.95,24.48,SCRSI,SIN,SANTA CRUZ,33.6
-102.5,21.3,SGRJL,JAL,SAN GASPAR DE LOS REYES,25.0
-108.76,26.6,CZNSO,SON,CAZANATE,32.3
-102.72,21.84,CALVILLOCFE,AGS,CALVILLO CFE,26.2
-111.83,24.48,PCORTESMAR,BCS,PUERTO CORTES SEMAR,25.8
-106.77,26.23,CHNCH,CHIH,Chinatu Chih.  SMN*,20.5
-106.22,27.45,BOCADELRIO,CHIH,BOCADELRIO CHIH. AUTOMATICA,21.7
-114.73,18.34,ISOCORROMAR,COL,ISLA SOCORRO SEMAR,27.8
-104.3,19.07,MANZANILLOMAR,COL,MANZANILLO SEMAR,30.5
-105.47,24.19,LVEDR,DGO,LAS VEGAS (EHCA),17.7
-106,24.5,TDRDR,DGO,EL TULE DEL REAL,33.0
-101.06,17.27,PTOVICENTEMAR,GRO,PUERTO VICENTE SEMAR,31.0
-100.66,18.35,CA2GR,GRO,CD. ALTAMIRANO GUERRERO (EHCA),36.3
-99.39,20.74,ZIMAPAN,HGO,ZIMAPAN HGO. AUTOMATICA,22.0
-102.5,20.55,ATOTONILCOCFE,JAL,ATOTONILCO CFE,25.0
-101.85,21.35,SAUCEDACFE,JAL,SAUCEDA CFE,23.9
-98.64,19.1,IXTAPOPO,MEX,IXTAPOPO MEX. AUTOMATICA,11.6
-98.89,19.49,CHAPINGO,MEX,Chapingo Méx. GASIR*,21.5
-98.83,19.5,SANCTORUM,MEX,SANCTORUM,14.5
-106.54,21.63,ISLASMARIASMAR,NAY,ISLAS MARIAS SEMAR,26.3
-96.13,15.81,HUATULCOMAR,OAX,HUATULCO SEMAR,31.9
-95.19,16.17,SALINACRUZMAR,OAX,SALINA CRUZ SEMAR,30.0
-95.04,16.88,MROOX,OAX,MATIAS ROMERO (EHCA),24.4
-97.39,19.89,TEZIUTLAN,PUE,TEZIUTLAN PUE. AUTOMATICA,16.9
-88.7,19.75,JMORELOS,QROO,JOSE MARIA MORELOS Q. ROO,27.5
-108.01,25.9,JNASI,SIN,JAINA,30.9
-99.38,23.41,JAUMAVE,TAMPS,JAUMAVE TAMPS. AUTOMATICA,23.6
-97.77,23.79,LAPESCAMAR,TAMPS,LA PESCA SEMAR,21.5
-97.22,21.47,ISLALOBOSMAR,VER,ISLA LOBOS SEMAR,22.1
-89.39,20.29,OXKUTZCAB,YUC,OXKUTZCAB YUC. AUTOMATICA,28.6
-100.51,28.71,76242,COAH,PIEDRAS NEGRAS (AUTOMATICA),19.6
-105.29,21.23,SANBLASMAR,NAY,SAN BLAS SEMAR,27.1
-99.55,24.57,VSMTP,TAMPS,Victoria-San Marcos Tamps.,21.2
-103.73,19.23,COLIMAOB,COL,OBSERVATORIO COLIMA,33.5
-92.93,17.98,VHERMOSAob,TAB,Observatorio Villahermosa Tab. SMN*,27.0
-97.91,19.31,HMTTL,TLAX,HUAMANTLA,18.7
-102.2,17.9,MLCMC,MICH,MELCHOR OCAMPO L.C.,35.5
-98.23,19.32,TLAXCALAOB,TLAX,OBSERVATORIO TLAXCALA,22.2
-98.23,19.32,76684,TLAX,Tlaxcala (Automatica),21.6
-86.77,21.07,CNCQR,QROO,CANCUN QROO. (EHCA),27.1
-99.1,19.38,ENP 2,DF,ERASMO CASTELLANOS,21.1
-102.35,22.45,CUAZC,ZAC,CD. CUAHTEMOC,23.4
-99.35,18.76,MIAMR,MOR,MIACATLAN,34.7
-98.97,18.9,ELPMR,MOR,EL PEÑON,24.3
-111.02,30.05,QRBSO,SON,QUEROBABI,29.0
-107.93,30.42,NCGRANDESOB,CHIH,OBSERVATORIO NUEVO CASAS GRANDES,18.5
-107.84,25.49,SANJUAN,SIN,SAN JUAN SIN. AUTOMATICA,31.4
-89.63,20.98,FAEYC,YUC,FUERZA AEREA,27.7
-88.16,21.57,RILYC,YUC,RIO LAGARTOS YUC. (EHCA),27.0
-105.3,28.95,MOCAMPO,CHIH,MELCHOR OCAMPO CHIH.,18.6
-99.19,19.37,ENP 8,DF,MIGUEL E. SCHULTZ,19.4
-99.03,21.98,CDVALLES,SLP,CIUDAD VALLES SLP.,24.8
-92.26,14.9,TAMCP,CHIS,TAPACHULA (MALPASO),31.8
-104.66,26.51,JIMENEZ2CHIH,CHIH,JIMENEZ CHIH. GASIR AUTOMATICA,20.2
-105.25,26.54,PPICODELAGUILA,CHIH,PRESA PICO DEL AGUILA CHIH.,20.9
-99.65,18.26,COCULA,GRO,COCULA GRO.,32.3
-108.62,26.41,ELFUERTE,SIN,EL FUERTE SIN. AUTOMATICA,31.2
-116.2,32.27,AGHBN,BC,AGUA HECHICERA,19.2
-105.28,28.99,HGRANERO,CHIH,EL GRANERO (HIDROM) AUTOMATICA,21.6
-99.38,18.7,CUTMR,MOR,CUAUTLITA,30.3
-99.43,18.88,PAPMR,MOR,Palpan Mor.,25.7
-98.94,19.04,TLCMR,MOR,TLACUALERA,16.3
-96.11,19.14,VERACRUZOB,VER,OBSERVATORIO VERACRUZ,25.0
-99.06,19.38,CCH Oriente,DF,CCH Oriente,20.7
-104.05,23.62,SELDR,DGO,PRESA SANTA ELENA,20.8
-97.51,20.03,CTZPB,PUE,CUETZALAN,21.0
-97.42,19.43,ZALVC,VER,ZALAYETA,18.2
-109.91,22.88,CSLBS,BCS,CABO SAN LUCAS,29.3
-109.66,23.05,SJCBS,BCS,SAN JOSE DEL CABO,28.2
-110.21,23.43,TSNBS,BCS,TODOS SANTOS,27.2
-109.71,23.45,SNTBS,BCS,SANTIAGO,28.7
-109.55,23.58,RBRBS,BCS,LA RIBERA,25.3
-109.7,23.68,LBABS,BCS,LOS BARRILES,27.7
-109.88,23.71,SBABS,BCS,SAN BARTOLO,28.0
-109.98,24.07,PLNBS,BCS,LOS PLANES,26.8
-111.65,25,CCNBS,BCS,CD. CONSTITUCION,30.4
-112,26.86,MLGBS,BCS,MULEGE,26.2
-112.28,27.3,SRLBS,BCS,SANTA ROSALIA,22.7
-113.42,27.78,DORBS,BCS,DIAZ ORDAZ,26.6
-114.05,27.96,GNGBS,BCS,GUERRERO NEGRO,23.4
-99.37,17.47,MCHGR,GRO,MOCHITLAN,31.7
-98.27,19.97,TEZONCUALPA,HGO,TEZONCUALPA HGO,13.5
-99.51,19.12,NEVMX,MEX,NEVADO DE TOLUCA MEX (EHCA),6.6
-103.11,21.4,JCHZC,ZAC,JUCHIPILA,27.6
-109.6,23.06,SARBS,BCS,EL SARGENTO,25.9
-99.6,18.55,TAXGR,GRO,TAXCO,23.2
-102.62,24.98,NTAZC,ZAC,Nuevo Tampico Zac.,23.7
-96.14,19.04,PDTVC,VER,PASO DEL TORO,25.2
-99.93,17.6,YXTGR,GRO,Yextla Gro.,26.1
-96.93,17.52,SNAOX,OAX,Santiago Nacaltepec Oax.,17.0
-104.6,24.09,DURANGOob,DGO,Observatorio Durango Dgo. SMN*,23.1
-96.2,18.97,COPVC,VER,El Copital Ver.,25.9
-102.12,21.8,TNJAG,AGS,LA TINAJA II,24.2
-102.18,21.82,CLVAG,AGS,CALVILLITO,23.4
-102.1,21.88,SNVAG,AGS,SANDOVALES,20.1
-101.96,21.91,PALAG,AGS,PALO ALTO,22.9
-98.56,19.58,CPPTL,TLAX,CALPULALPAN,20.5
-103.6,22.69,LAFLORIDA,ZAC,LA FLORIDA ZAC AUTOMATICA,23.4
-101.25,21.02,GUANAJUATOOB,GTO,OBSERVATORIO GUANAJUATO,24.2
-89.74,20,BOLCA,CAMP,BOLONCHEN,29.4
-88.47,20.39,CHIYC,YUC,CHANCHICHIMILA,25.3
-99.14,19.27,ENP 5,DF,JOSÉ VASCONCELOS,21.7
-100.83,19.86,ZINMC,MICH,ZINAPECUARO,24.1
-96.55,17.27,SCIOX,OAX,SANTA CATARINA IXTEPEJI,20.8
-106.41,23.22,MAZATLANob,SIN,Observatorio Mazatlan Sin. SMN*,26.0
-101.91,21.35,LDMJL,JAL,LAGOS DE MORENO,24.2
-107.9,27.9,BTVCH,CHIH,BATOVIRA,17.9
-99.2,18.6,JOJMR,MOR,JOJUTLA,32.6
-100.98,22.18,SLPOTOSIOB,SLP,OBSERVATORIO SAN LUIS POTOSI,20.9
-100.98,22.18,76538,SLP,San Luis Potosi (Automatica),18.1
-106.36,26.13,ROSDR,DGO,LA ROSILLA,18.5
-92.67,15.33,ESCUINTLA,CHIS,ESCUINTLA CHIS.,36.0
-109.08,30.07,ARISO,SON,ARIBABI,17.4
-93.33,18.42,PARAISO,TAB,PARAISO TAB.,28.5
-90.82,18.06,MONCLOVACAMP,CAMP,MONCLOVA CAMP. AUTOMATICA,29.9
-99.18,19.33,CCA ,DF,CCA-UNAM,20.5
-103.28,25.06,LFLDR,DGO,LA FLOR,24.0
-105,25.61,LCRDR,DGO,PRESA LAZARO CARDENAS,24.1
-105.53,26,SBEDR,DGO,San Bernardo Dgo.,21.8
-99.75,16.76,76806,GRO,ACAPULCO (AUTOMATICA),33.0
-102.25,20.48,HUAJL,JAL,HUASCATO,25.1
-105.02,22.37,PAJNR,NAY,PAJARITOS,31.9
-105.34,22.55,LESNR,NAY,LA ESTANCIA,31.7
-109.5,29.53,TPCSO,SON,TEPACHE,26.2
-102.19,22,CHOAG,AGS,CAÑADA HONDA,25.2
-98.33,21.01,ATCHD,HGO,ATLAPEXCO,25.7
-97.54,21.06,CLHVC,VER,CHALAHUITE TUXPAN,24.0
-98.24,19.21,ZACTL,TLAX,ZACATELCO,22.8
-107.25,28.8,BACCH,CHIH,BACHINIVA,17.0
-99.12,19.27,ENP 1,DF,GABINO BARREDA,20.4
-99.13,19.48,ENP 9,DF,PEDRO DE ALVA,20.7
-99.2,19.5,CCH Azcapotzalco,DF,CCH Azcapotzalco,20.8
-89.61,21.04,FIYYC,YUC,FIUADY,26.2
-89.53,21.08,CONYC,YUC,CONKAL,28.1
-89.65,21.3,76592,YUC,Progreso (Automatica),27.5
-103.46,21.47,TGOZC,ZAC,TEUL DE GONZALEZ  ORTEGA,24.2
-99.14,18.52,NEXMR,MOR,NEXPA,32.8
-96.91,18.21,LCAOX,OAX,La Carbonera Oax.,17.3
-102.8,21.79,MNLAG,AGS,MEDIA LUNA,24.8
-102.59,22.18,ALMAG,AGS,ALAMITOS (CAMPAMENTO),19.1
-99.61,18.9,PDZMX,MEX,PORFIRIO DÍAZ,20.8
-99.6,19.32,RECMX,MEX,RECTORIA,17.2
-99.95,19.66,TPTMX,MEX,TEPATITLAN,20.8
-99.79,19.82,PFBMX,MEX,PRESA FRANCISCO T. FABELA,18.8
-99.6,19.9,DNXMX,MEX,PRESA DANXHO,18.0
-99.7,20,PNDMX,MEX,P. ¥ADO,23.0
-99.7,20.06,HPNMX,MEX,P. HUAPANGO,16.5
-99.7,20.1,PMNMX,MEX,P. EL MOLINO,17.8
-95.92,17.73,RMLOX,OAX,RIO MANSO LA LANA,26.0
-96.13,18.08,TUXOX,OAX,TUXTEPEC,26.8
-95.52,18.63,NLTVC,VER,NARANJAL LERDO DE TEJADA,25.7
-96.64,19.32,CRRVC,VER,CARRIZAL,26.5
-96.96,19.38,TCOVC,VER,TEOCELO,21.8
-96.7,19.43,CEGVC,VER,Cerro Gordo Ver.,23.5
-102.89,23.17,FREZC,ZAC,FRESNILLO,19.4
-96.97,19.55,OTIVC,VER,Otilpan Ver.,17.8
-99.51,19.2,CGCMX,MEX,GERENCIA CNA CODAGEM,20.7
-116.3,32.51,HNGBN,BC,EL HONGO,14.2
-101.05,17.38,CYQGR,GRO,COYUQUILLA,32.6
-101,18.45,LCLGR,GRO,LA CALERA,31.2
-103.78,21.83,BLNJL,JAL,BOLA¤OS,29.5
-99.94,18.93,TESMX,MEX,TESCALTITLAN,19.8
-99.63,19.29,COBMX,MEX,C.N.A. OBSERVATORIO,21.6
-99.7,19.3,SBBMX,MEX,SAN BERNABE (J. ANTONIO ALZATE),23.8
-99.7,19.33,CALMX,MEX,CALIXTLAHUACA,21.7
-99.8,19.33,TBRMX,MEX,Tres Barrancas Méx.,19.0
-99.21,19.4,PTLMX,MEX,PRESA TOTOLICA,19.7
-98.9,19.44,TJCMX,MEX,EL TEJOCOTE,20.4
-99.77,19.46,PIRMX,MEX,P. IGNACIO RAMIREZ (ATOTONILCO),19.0
-99.76,19.56,IXCMX,MEX,IXTLAHUACA,21.1
-99.7,19.6,SLBMX,MEX,SAN BARTOLO DEL LLANO,20.2
-99.86,19.78,ATPMX,MEX,ATLACOMULCO PREPA,18.1
-99.16,18.79,TMCMR,MOR,TEMOAC,24.6
-96.45,17.12,SMAOX,OAX,San Antonio Cuajimoloyas Oax.,12.8
-101,22.2,SGRSL,SLP,SOLEDAD GRACIANO,17.7
-110.88,30.71,IMRSO,SON,IMURIS,24.1
-99.25,18.73,OACMR,MOR,OACALCO,26.6
-95.6,16.42,TEQOX,OAX,TEQUISISTLAN,32.5
-99.96,20.2,IDFQT,QRO,SAN ILDEFONSO,18.3
-100,20.36,SJSQT,QRO,SAN JOSE,21.4
-100.07,20.41,CNSQT,QRO,CONSTITUCION DE 1917,20.6
-100.35,20.5,BATQT,QRO,EL BATAN,21.2
-100.45,20.53,EPUQT,QRO,EL PUEBLITO,21.9
-100.36,20.56,OBSQT,QRO,OBSERVATORIO DE QUERETARO,21.8
-99.81,21.05,PMLQT,QRO,PE¥AMILLER,25.4
-102.07,22.1,VJZAG,AGS,VILLA JUÁREZ,24.1
-101.93,21.36,OLMJL,JAL,LAGOS DE MORENO OBS.,24.4
-100.36,20.56,GHQQT,QRO,GERENCIA HIDALGO QRO.,21.7
-99.71,19.2,SJHMX,MEX,SAN JUAN DE LAS HUERTAS,19.2
-105.11,21.83,CAPNR,NAY,CAPOMAL,32.8
-99.26,18.73,ALUMR,MOR,ALPUYECA,28.9
-97.25,19.58,PERVC,VER,PEROTE,14.5
-103.45,20.75,BAZJL,JAL,Base Aerea Zapopan Jal.,22.6
-99.8,19.63,SMLMX,MEX,SANTA MARIA DEL LLANO,21.6
-99.24,19.47,CCH Naucalpan,MEX,CCH Naucalpan,20.7
-93.1,16.83,CSUMIDERO,CHIS,Cañon del Sumidero Chis. SMN*,21.0
-92.93,17.53,PUYACATENGO,TAB,PUYACATENGO TAB.,25.1
-92.88,18.01,PORVENIR,TAB,PORVENIR TAB.                                                                                                                                        ,28.1
-102.17,25.45,PARCL,COAH,PARRAS,19.8
-96.88,19.6,INCVC,VER,INGENIO CONCEPCION,17.5
